sentences,label
"ac panas , banyak nyamuk , channel tv banyak yang tidak bekerja , tidak ada tisu toilet . ",2
"buruk pelayan dari resepsionis , sangat kecewa serta cukup 1x menginap tidak akan untuk selanjutnya . pesan untuk resepsionis : mmg saya menginap tidak membayar ! sopan santun sedikit terhadap tamu menginap . ",2
airy nya mantap namun kondisi bangunan kurang maintenance padahal kalau dipoles sedikit saja akan sangat reccomended sekali hotel ini serta kebersihan nya mohon dijaga .,3
air asin . kamar kotor . wc kotor .,2
suasana tenang nyaman buat istirahat .,1
"tempatnya nyaman , bersih , cuma agak susah kalau cari makan . terimakasih airy . ",3
"501 kamar mandi agak bau , seprai nya kurang bersih . selebihnya oke . ",3
"nyaman , bersih , lengkap . ",1
"pelayanan ramah , bagus , nyaman . ",1
saya salah booking tanggal tetapi tidak bisa di rubah sama sekali .,2
kurang sopan .,2
tempat dekat dengan kota terjagkau dan ramah .,1
"yang perlu ditingkatkan , ukuran ranjang yang twin kurang besar , buat yang body agak big size , terus lift nya kecil dan cuma satu . ",2
"nyaman , hotelnya bagus wifi nya kurang oke . ",1
"pegawai kurang ramah , kurang informatif dan kinerja kurang baik . kamar sulit untuk sholat . ",2
"penginapannya di dalam komplek perumahan , jadi sangat nyaman dan jauh dari kebisingan . very rekomen . ",1
air mineral ( gratis ) diminta baru ada .,2
tempat menginap nya di lantai 2 alamat nya gampang dicari cuma harus masuk lagi ke dalam keset iya tidak nyerap jadi becek dan tidak ada air hangat .,3
"menu sarapannya kurang enak , kamarnya sempit , bad hotel . ",2
"lumayan untuk bacpakeran , harganya terjangkau banget . tempatnya bersih , cuma seprainya agak berdebu . ",3
"kamar pengap , lembab , kurang nyaman , gidak ada fasilitas alat mandi dari airy . ",2
"beberapa kali menginap di hotel ini karena suka seprai dan selimutnya yang baru putih bersih dan tebal , dinding wrn biru yang menyenangkan , ac juga dingin , bed kayu juga bagus , kamar mandi luas sayangnya bed nya berdecit it yang suami saya tidak suka dan milih menginap di tempat lain , pengaturan water hiternya tolong diperhatikan , kemarin kami harus naiknaik sndri untuk mengatur . dan untuk menginap lebih dari 1 hari tolong kelengkapan kamar diperhatikan , toiletrisnya di tambah masa harus pakai yang kemarin . ",2
kamar nya bauk bantal airy nya bauk banyak nyamuk dkamar mandi ada lipan nya makanan nya boleh lah tetapi meja selalu kotor kalau mau breakfast . kurang pegawai sepertinya .,2
kamar pewe banget .,1
sarapan agar lebih beragam .,2
"kamarnya nyaman , hanya saja ada 1 lampu yang mati dekat dengan kamar mandi , dan lampu tdurnya hanya 1 yang hidup , tetapi overall , cukup puas . ",3
"sangat memuaskan , recommended bisa dijadikan standar pelayanan airy rooms yang lainnya . ",1
"pelayanan bagus , kamar bersih , wifi kencang . ",1
"keren banget hotelnya , harga terjangkau , desainnya vintage , petugas hotel ramah , kebersihan oke , . ",1
tempatnya bersih hanya saja acnya kurang dingin .,1
semuanya bagus hanya kulkas saja harus perbaikan karena sudah lama tidak terpakai . selebihnya ckup dan memuaskan . thnks .,3
kebersihan nya perlu di tingkat kan lagi .,2
"bagus , nyaman , juga keamanan kendaraan tidak buat khawatir . cuma agak perjuangan mencapai lantai 3 he . ",3
pelayanan sangat baik .,1
saya pesan 3 kamar 1 kamar nya parah banget lembab selimut kotor lagi .,2
"nyaman , semua lengkap . pelayanan juga baik banget , pokoknya the best deh tidak nyesal . ",1
bersih dan aksebilitas mudah .,1
bagus murah berkualitas .,1
"dapat kamar yang ac panas dan wifi tidak bisa , di move ke kamar tipe suite kamarnya luas sekali . terima kasih . ",3
"sangat memuaskan , mau banget balik ke hotel airy tugu yogyakarta sangaji 68 . ",1
"satpamnya ramah dan sigap , wifinya kencang , selain snack airy set ada tambahan coklat silverqueen . tetapi resepsionis tidak ramah , payah banget seperti keteteran begitu , kerjanya super manual , dan penampilannya seperti emak - emak habis selesaikan rumah seharian . ",3
"saya dapat kamar 205 , plafon di atas wastafel seperti mau lepas , kasur perlu diperbarui , per nya sudah rusak . pelayanannya baik , cukup tanggap . lantai kolam renang harus diperbarui , buat lecet kaki . ",3
"untuk kamar double no pemandangan , tidak sesuai dengan yang digambar . air panas juga tidak berfungsi . ",2
mungkin bbrapa kamar perlu disediakan mini bar . sisanya semua baik oke . memuaskan . terimakasih yah .,3
"kamar bagus , masa iya ada noda darah setitik . ",3
kamar nya tidak rapi . tetapi untuj bufger ccukuplah .,3
kesalahan tanggal booking . tidak bisa edit tanggal untuk menginap . teledor .,2
"rak kamar mandi tidak pernah dibersihkan tolong tegur bagian bersihbersihnya agar krja nya serius jangan asalasal an kasur ada bercak darah , seprai ada nodanoda kelihatan tidak diganti bekas tamu sebelumnya 2 hari menginap perlengkapan mandi tidak diisi snack dan air minum juga tidak resepsionis galak . ",2
"pelayanan memuaskan , fasilitas oke , dekat dengan kota lagi . memuaskan . ",1
recommended banget : ) .,1
"bersih , nyaman , tenang . mbaknya baikbaik , di bantuin bawa barang dari lantai 4 . ",1
"hotel bersih , kamar bersih , pelayanan memuaskan . ",1
"sangat puas sekali . water heater mantaap , ac dngin . pokok nya recomended banget ! ",1
ac nya cuma buat pajangan saja tidak dingin .,2
"sangat senang dengan fasilitas kamarnya , akan lebih baik jika ada sarapan paginya . ",1
suka karena murah dan juga dapat cemilan .,1
"kamar agak kecil , tetapi bersih , cukup untuk keluarga kecil saya . pelayanan kamar baik , hanya air panasnya tidak panas , tetapi overall oke . ",3
"bersih , nyaman , tetapi kasur nya agak keras . ",3
kamar mandi jorok banget .,2
baik . sayangnya di kamar mandi tidak ada curtain sehingga saat mandi jadi banjir .,3
mantap . kamarnya bagus .,1
"tidak sesuai dengan difoto kotor , seprai dan sarung bantal kuning , dan bau apek tidak recommended sama sekali . ",2
lokasi sangat nyaman . kamar bersih dan nyaman . tidak kalah sama fasilitas hotel .,1
"kamar tidak sesuai gambar , masih belum standar airy . ",2
"bau toilet menyengat , sampai tercium saat tidur . ",2
"sudah baik , nyaman , trimaksih airy . ",1
lumayan dengan harga murah .,1
"kamar bersih kamar mandi bersih , semuanya oke . ",1
"tempatnya bersih , nyaman , lengkap . ",1
hotel airy terbaik yang pernah saya temui .,1
. jadi pelanggan tetap .,1
"bagus tempatnya , dekat rumah makan . ",1
sabun dan sampo tidak ada . biasanya airy bagi sabun dan sampo . air nya juga tidak kencang .,2
puas dengan fasilitas kamar dan pelayanannya .,1
"kamar bersih . jadwal breakfast biasanya 07.00 , ini belum ada apaapa . shower mati . handuk tidak ada . dan wifi macet . kecewa . ",3
pelayannya kurang baik dan kurang sopan .,2
"lokasi strategist dan kamar lumayan nyaman , penampilan kusam karena usia bangunan . ",3
"kamar luas , ada kursi lipat , kurang cermin saja di kamar , cerminnya cuma yang di kamar mandi jadi harus menunggu yang di kamar mandi selasai baru bisa dandan ? ",3
tempat sampahnya kurang . tetapi over all sudah bagus .,3
kamar sudah cukup bagus dan luas . ac cukup lama baru dingin dan air kamar mandi agak bau ketika dibuka pertama kali .,3
"kesan pertama waktu buka pintu , yang keciuman bahkan bau toiletnya : ( sarapannya ditingkatkan lagi iya . overall sih oke , tempat yang cocok untuk persinggahan . ",3
"( + ) kamar cukup luas , staf ramah , sarapan enak meski hanya 1 macam ( - ) air kamar mandi yang baunya tidak enak . ",3
"yang perlu di perbaiki adalah handuknya yang sudah kusam dan tidak wangi , yang lain sudah cukup baik . ",3
"kamarnya luas , tempatnya mudah dijangkau , dan viewnya bagus di lantai 6 . pas banget buat celebrate new year kemarin . tetapi kok sabtu minggunya jadi tidak bisa di booked lagi iya ? tolong recheck untuk room availablenya di weekend . ",3
pelayanan jelek banget . rasa mau pindah hotel saja . tidak ramah karyawan nya . mau sarapan pagi saja . kita sebagai tamu bisa di atur . waduh masak yang bayar yang di atur . kacau .,2
sangat praktis dan sangat memuaskan .,1
setiap menginap di airy pasti puas banget . pelayanannya ramah . cuma yang ini . kamar mandinya bau . air panasnya tidak nyala . tidak ada tempat sampah di kamar . tidak ada snack . padahal setiap menginap di airyroom selalu disediakan .,3
"kamar no. 6 shower air hangat tidak berfungsi dengan baik , banyak rambut diselimut . ",2
villanya bersih . letaknya strategis dan udaranya dingin . cocok untuk keluarga istirahat menikmati udara sejuk dan jauh dari keramaian .,1
"bagus , walopun datang dini hari namun tetap dilayani dengan baik . ",1
nyaman dan ekonomis .,1
"memuaskan , fasilitas baik , menyenangkan . ",1
"saya sangat puas . kamar rapi dan bersih . staf sangat ramah dan helpful . kamar saya dilantai 3 dan tidak ada lift tetapi staf siap membantu . dekat dengan tempat makan , bakery , dan minimarket . sangat rekomended . ",1
lokasi strategis ke kota tua tinggal jalan kaki .,1
beberapa kali pesan kamar di airy tetapi cuma satu kali dapat snack dan toiletris .,2
kamar kurang bersih .,2
memuaskan meski pada saat akan check in proses dari pihak hotel cukup lama lebih dari 30 menit baru bisa masuk ke kamar dari pukul 14:00 .,3
"oke , kamar luas nyaman . tetapi di ujung . ",1
"kamar baik , semua sesuai dengan yang dijanjikan airy rooms , tetapi untuk pelayanan hotel dan kebersihan harus ditingkatkan lagi . sarapan cuma ada mie dan telur orak arik , sangat kurang . ",3
"pesan yang double , dikasih yang twin . keluhan terus baru di pindah dan harus di siapkan dulu cepetcepet . tidak dapat bantal kecil airy di tempat tidur . terimakasih . ",2
"kamar bagus , nyaman . ",1
"kamar bersih , wangi cukup nyaman untuk liburan buat backpacker murah tetapi tidak murahan . ",1
"budget hotel yang sangat baik , meskipun murah dan kamar sempit . tetapi kamarnya , handuk , bantal sampai lantai nya wangi . ini points yang penting bagi saya . ",3
bersih . ramah .,1
"bersih , nyaman dan helpful . bakal ke sana lagi kalau ke batu . ",1
"kamarnya bagus , bersih dan rapi . top deh . ",1
untuk harganya yang murah cukup memuaskan .,1
keamanan hotel mengecewakan . ktp saya beserta tamu hotel lainnya hilang dicuri dikarenakan kelalaian penjagaan . ditambah cctv yang ada di hotel ternyata tidak aktif .,2
"yang berkesan : petugas ramah , menu sarapan menarik . yang perlu diperbaiki : handuk supaya diganti baru . ",3
"toilet , closet duduk tidak lancaf . ",3
sarapan pagi standar .,1
nyaman dan strategis . cuma kamar mandi kurang bersih . semoga lebih baik lagi . terimakasih airy .,3
bagus murah dan dekat tempat belanja pusat kota juga .,1
kurang nyaman kurang bersih kurang rapi dan kurang ramah pelayanannya sangat sangat kecewa baru kali ini inap di airy rooms kecewa sebelumnya sya selalu senang mnginap di airyromms .,3
"saya menginap 4 dan , jatah snack dan perlengkapan mandi ( sabun dan lainlain ) hanya di berikan saat hari pertama c in . untuk kebersihan dan sarapan oke . ",3
kamar luas ac lama banget dinginnya + airnya lengket dan bau .,3
"pelayanan baik , room pelayanan baik , pelayanan ramah . cuma air kurang hangat sedikit tetapi over all sukak . ",3
"pelayanannya super ramah , hanya kamar mandi sedikit kurang bersih , kalau kamar oke , besar dan bersih , recommended . ",3
"hotel sudah tua , jadi karpet terkesan bau apek , tetapi kelengkapan kamar baik , walaupun kami dapat kamar standar bukan kamar airy room , menu sarapan sangat baik . ",3
"kamar mandi bau , airnya bau . ",2
"tidur nyaman , murah airy pilihanya . ",1
"kamar bagus , sarapan enak , pegawai semuanya sangat ramah . ",1
berisik suasana diluar kamar dan kamar mandi sempit .,2
"1 . kamar 209 , bau apek karena lembab di toilet plafonnya menjamur dan lubang . 2 . gelas buat minum di lantai 1 kotot dan tidak cukup 3 . cukup sekali saja inap disana . apa gunanya airy tidak bisa keep standar . ",2
keamanan terjaga karena ada cctv dan keamanan .,1
"overall tempatnya memuaskan . hanya kamar mandi dan toilet yang mengecewakan . showernya rusak , dudukan toilet juga sudah rusak dan kotor . ",3
fasilitas oke punya .,1
"kali ini sangat kecewa . tidak ada mineral water , tidak ada handuk , kamar agak kotor . mengapa seperti itu ? : ( . ",2
"masuk pertama kemarin kamar mandi masih belum dibersihkan , masuk kamar langsung bau tidak enak , kedepannya mohon diperbaiki : ) . ",2
"resepsionisnya tidak available 24 hours . saya check in pukul 4 , tidak ada resepsionisnya . setelah menelfon dan menunggu baru dia keluar . ketik check out juga saya harus menunggu 30 menit lebih untuk dilayani . ",2
"sarapan nya untuk lauknya porsinya terlalu sedikit , saluran televisi tidak jelas dan buram , untuk kondisi kamar bersih dan bagus . ",3
"puas banget . bersih nyamaan muraah . saran , kalau bisa diperbanyak kamar yang disewakan untuk airy rooms , sering kehabisan pesan kamar di sini karena kamar lainnya dipakai kos hiks : ( . ",3
"kamar sangat memuaskan . sedikit catatan sayang , lokasi penginapan ini di dalam gang . mungkin akan agak sulit ditemukan . ",3
wifi baik dan ada di beberapa titik .,1
semua sangat bagus overall cuma pintu kamar mandi saja yang gbsa tutup dan malam minggu sangat berisik s .,3
"posisi kamar lantai 4 dan naik pakai tangga , kondisi badan sedang lelah apalagi turun dari pesawat yang delay . ",2
"kamarnya tidak ada jendela , ac kurang dingin , seprei/bantal agak berdebu . semalaman hidung juga gatalgatal . kamar kecil . breakfast ala kadarnya . oke untuk tidur 1 malam . wifi nya kencang karena dapat kamar dekat router wifi . terimakasih untuk snack complimentarynya . ",3
"murah , nyaman , sinyal tv nya kurang bagus , wifi masih belum stabil , tidak ada keset , remote ac nya suka macet . ",3
"dengan harga terjangkau bisa dibilang memuaskan . kamar bersih , nyaman , dan tenang . cuma di kamar yang saya pesan pintu kamar mandi rusak . ",3
"tempatnya , harga , dan pelayanan sesuai dengan harga . ",1
pembuangan air di kamar mandi tersumbat .,2
"servicenya bagus sekali , tempat bersih , nyaman luas , cocok untuk keluarga , kolam renangnya juga bersih . ",1
"nyaman , ramah petugasnya . ",1
"tempat menginap yang bagus , lokasi tidak jelimet , tidak susah cari makan , banyak gojek , gampang kemanakemana , kondisi kamar tenang , bersih , ac adem , air hangatnya luar biasa . recommended deh sama tempat ini . ",1
"pelayanan memuaskan , cuma air hangatnya tidak jalan . ",3
"saya sudah beberapa kali tidur di hotel yang harganya 200rb'an tetapi hotel ini yang benarbenar buat tamu nya bisa buat betah di ruangan saya ada kulkas kecil jadi tambah jatuh cinta saya , kalau kurang nya sih cuma ac nya tidak full dingin dan lampu tidur di atas kasur tidak bisa di hidupkan tetapi jujur ini hotel mulai sekarang jadi langganan saya tia bulan bobo disini . ",3
hotel di pusat kota dan kamarnya bersih .,1
kolam bernang tidak bisa digunain . pokonya kecewa banget .,2
"kamar yang dikasih terlalu jauh , jadi lelah turun naik tangga . harga cucokk mehong kok . ",2
sering padam nyala listriknya .,2
"kamar rapi , bersih , tv bagus , fasilitas bagus kamar mandi rapi , bersih , handuk lengkap bersih , terawat . ",1
air wc sendat . air sedikit handuk tidak standar hotel .,2
sangat bagus dan bersih seperti di gambar .,1
tidak ada lift sehingga susah untuk orang tua karena harus naik turun tangga .,2
cukup bagus kalau cuma untuk dipakai tidur . kalau dipakai berlama lama agak kurang nyaman saja . he . overall oke lah . bersih .,3
"airnya kecil , tempatnya jorok , bau , kotor , seprai dan sarung bantalnya seperti tidak diganti , tidak ada tempat parkir - not recomended - . ",2
tempat dan pelayanan cukup memuaskan .,1
waw kamarnya luar biasa . bagus banget . bisa lihat pemandangan kota jogja .,1
hotel sangat nyaman .,1
ac kurang dingin . yang lainnya sudah oke .,3
kasurnya agak reot jadi diganjal pakai batu .,2
dari segi fasilitas nya sekarang kurang dari kamar mandi nya showernya tidak ada pengikatnya . dari pelayanannya sedikit lebih di tingkatkan lagi .,2
lumayan bersih dan nyaman .,1
"saya kecewa ketika saya menginap tidak ada di sediakan air minum , kamarnya bersemut , dan obat sikat gigi nya keras . ",2
"bangus , pas dapat kamar depan kolam . ",1
romm nya bagus tetapi saysng lokasi nya di dalam pemukiman yang padat .,3
ac kurang dingin dan kamar model lama .,2
sudah berkali kali repeat order di airy karena selalu suka dengan compliment yang diberikan .,1
foto kamar tidak sesuai denga hotel yang di tenpati . sama saja nipu . tetapi iya sesuai sama harga untungnya .,3
"recommended , pelayanan terbaik . ",1
bagus sekali semuanya .,1
"its so worth it ! kamar yang luas , kebersihan lumayan , lokasi strategis . cukup menyenangkan sih menginap disini . apalagi waktu kemarin itu ada diskon 50 , jadi jatohnya itu murah banget ! . ",1
"meskipun sempat merasakan gempa , menyenangkan , pelayanan oke kamar oke . ",3
kamar nyaman hanya saja pelayanan yang menunggu penginapan kurang joss .,3
"semua baik , cuma kurang , kemarin tidak ada kursi , jadi tidak bisa mengerjakan beberapa tugas dengan nyaman di meja . ",3
wifi nya jelek .,2
"tempatnya bersih , dekat dengan penjual makanan jadi tinggal milih mau makan apa , pelayannya juga ramah . ",1
"bagus tmptnya , ruangannya luas , nyaman banget . ",1
"kamar nya kotor dan sempit , handuknya tipis dan bau air mani . kamar mandi nya banjir air lama mengalir . saya langsung cek out setelah melihat kondisi kamarnya . pokoknya tidak recomended banget . nyesal juga tidak sesuai sama fotonya menipu banget kapok deh . ",2
air tidak ada . kamar panas pul .,2
"menyenangkan inap disini , sudah beberapa x tidak kecewa , terimakasih airy ariandri . ",1
"nyaman , kamar bersih , wifi cepat . ",1
"pelayanan sangat memuaskan , perbaiki ac karena tidak bisa diatur suhunya . ",3
lumayan tetapi bantal airy nya sedikit kotor .,3
kamar mandi kurang baik dan bau rokok .,2
pelayanannya baik . banyak kuliner di dekat hotel untuk memudahkan bagi yang mau berkulinaria .,1
kebersihan nya perlu di tingkat kan lagi .,2
"hotelnya sangat iconic , ada kolam renang juga . kamar luas dan lokasi sangat mudah ditemukan . ",1
kamar tidak kedap suara . proses check in tidak baik .,2
kamar airy mnynangkan dapat snack gratis dari airy cuma kolam renang dewasa tidak ada dan airnya agak brdebu mohon di brsihkn biar acra mnginap jadi mnynangkan .,3
airnya bocor . pintu harus dikunci .,2
kamar sangat nyaman bersih interior baru semua untuk kelas menengah kbwah dengan harga yang sangat ekonomis ( harga anak kos fasilitas bos ) .,1
kondisi tempatnya kurang baik dibandingkan tempat sekelasnya .,2
desain minimalis .,1
"bersih , nyaman , mantap , bagus . ",1
"lantai dan tempat tidur kurang bersih , akses agak sulit , lainnya sudah sangat baik . ",3
kamar bersih dan nyaman pelayanan ramah dekat dari pvj berjalan kali kurang lebih 10 menit .,1
"keren sudah , tidak salah untuk memberikan kepercayaan dengan airy hotel . ",1
lokasi dekat dengan beberapa lokasi liburan .,1
minus : resepsionis yang lakilaki kurang ramah .,2
sangat puas dengan tempat dan pelayanannya .,1
"washtafel tersumbat , keran air kecil , kunci pintu tidak bisa , kulkas netes air terus sampai basah lantainya . lainnya oke , overall cukup memuaskan . anakanak senang , kolam renangnya cukup bersih . sarapannya soto , enak . kamarnya besar . ",3
dekat dengan tempat makan tetapi sayangnya tidak disediakan tempat parkir dan kamarnya sangat sempit .,3
"pelayanan ramah , resepsionis sangat membantu , excellent . ",1
"hari terakhir menginap sedikit mengecewakan , air kotor kehitaman pada hari minggu . ",2
"sarapannya perlu diganti ke prasmanan , wifi nya diaktifkan , tempatnya tenang jauh dari keramaian kota . ",3
"ktnya ada hot showernya ternyata tidak ada , di buat di kasih air minum tetapi nyatanya juga tidak . mohon di perbaiki lagi . terimakasih . ",2
hanya saja ac nya kurang dingin . tidak ada sendalnya . semuanya nyaman kebersihan nyaman . tetapi kenapa di jakut hanya sedikit hotel airy nya .,3
"waktu check in saya harus menunggu selama hampir 1 jam , dikamar ac saya tidak dingin . ketika dikamar tibatiba kamar saya mau dibuka dari luar oleh karyawan hotel yang ternyata double booking , kesalahan dari hotel . ",2
"hot shower tidak ada , kamarnya kotor dan bau amis . ",2
kamar sesuai harga . pelayanan staf sangat baik . ada air panas . tetapi sepray kuning semua . handuknya coklat bau belum kering . tidak ada lift tetapi saya betah disana .,3
kamar bagus bersih hanya staf ratarata kurang ramah garing banget .,3
tempat nya nyaman .,1
bau kamarnya kurang wangi . kalau diberi pengharum ruangan lebih baik .,2
"dapat kamar di lantai 3 , capek harus naik tangga , lantai kamar 302 bersih tetapi terkesan kotor . tetapi overall oke lah . ",3
sekitar tempat resepsionis banyak kucing dan bau busuk . keadaan depan penginapan tidak seperti yang di internet .,2
"luas , cocok bagi traveler . ",1
"bersih , nyaman dan airy terbaik yang pernah saya inapin . ",1
"di tampilan sebelumnya , ini dianggap expired . jadi saya cari hotel lagi . pakai airy , dan sampai hotel penuh . sekarang ini ternyata sudah terbayar . saya tidak memakainya , karena saya kira tidak berhasil memesan . sepertinya selesai saja saya pakai airy . ",2
"payah . sistem book nya error . di aplikasi hotel ini tersedia , sudah book , sudah lunas , eh tahu tahu disananya penuh ! ",2
hanya pada saat tengah malam subuh ada yang mengetuk pintu dan bunyikan bel sampai 20menitan pintu tidak dibuka .,2
"waktu check in tidak sesuai dengan informasi penting dari hotel , tercantum check in jam 14 faktanya baru bisa check in jam 17 lebih . ",2
"pelayanannya tidak baik saat yang jaga pria kamar tidak ada sedikitpun ventilasi udara , tidak ada kaca juga dikamar , kamar mandi kotor masih ada baju yang di gantung entah punya siapa . ",2
ada rupa ada harga . lumayan lah .,1
pelayanan sudah baik . fasilitas sudah sesuai dengan harga . hanya saja ac berisik .,3
"kamar bersih , sesuai sama harga , kalau mau menginap tetapi kalau budget tempat ini cocok , . ",1
agak jorok wcnya dan spraynya tidak bersh .,2
"standar , bangunan tua . namun saklar listrik sudah tidak kuat menancap pada dinding , ac dingin memerlukan waktu lama , lift hanya sampai lantai 4 padahal kamar ada di lantai 5 . ",2
baguss kamarnyaa bersih dekat dari perkotaan .,1
bagus nyaman ramah .,1
"sempat bermasalah ketika akan checkin dengan alasan kamar sudah penuh , tetapi sudah diselesaikan pihak hotel . ",3
"dari jam 01.00 sampai jam 05.30 wita kamar gelap , panas , banyak nyamuk karena mati lampu . ",2
"cukup baik , lokasi sangat strategis . ",1
"seprai kasur dan handuk masih kurangp bersih tetapi , kalau lebih bersih pasti tambah oke . ",3
"kamarnya bersih , dan nyaman . ",1
sangat dekat dengan terminal tirtonadi hanya 100m . bisa jalan kaki .,1
tempat strategis dan sangat nyaman membuat liburan di jogja menjadi menyenangkan .,1
"hot waternya hari pertama berfungsi namun hari kedua sudah tidak berfungsi , siaran tvnya kabur dan ac kurang dingin . ",3
"pelayanan ramah , nyaman , sesuai dengan harganya . ",1
cukup baik . tetapi lebih apik lagi membereskan kasurnya . masa ada pakaian dalam di dalam selimutnya ! sarapan oklah .,3
airy gedung sate nyaman kamarnya dan adem jauh dari keramaian kendaraan yang buat bising .,1
enak nyaman murah tetapi berkualitas sayang kemarin tidak dapat perlengkapan mandi huhu . keseluruhan oke banget kok .,3
"lokasinya mudah ditemui , dekat dengan keramaian , pelayanan dan fasilitasnya sangat baik . ",1
kamar nya oke bagus rapi . ac dingin . ramah . tetapi wifinya parah tidak bisa dipakai .,3
"tempatnya secara keseluruhan baik , rapi , bersih . hanya hot shower tidak tersedia . ",3
"terbaik di kelasnya . , . ",1
"wifi mati , toilet rusak . ",2
"bersih . nyaman . adem , recomended . ",1
saya lihat bed seperti di hotel krbanyakan . tetapi saya tidak boleh stay . karena ordernya hanya untuk 1 orang . dan kalau tetap mau tinggal saya harus bayar sejumlah 4x50.000 = 200.000 lagi .,2
"kamar bersih . tempat tidur juga nyaman . tetapi sayang di kamar saya 803 toilet sepertinya tersumbat . kamar terlalu sempit , terlalu pas pasan . sarapan juga kurang bervariasi . tetapi untuk harga discont cukup memuaskan . terimakasih . ",3
"akses mudah . pelayanan oke , cuma prasarananya tolong perbaiki minimal ruang tamu ada . ",3
pelayaanan memuaskan . makanan juga banyak variasinya .,1
pengalaman yang buruk . 2 helm saya hilang dan pihak hotel tidak memberikan pertanggung jawaban .,2
"lokasi strategis dekat alunalun malang , banyak tempat makan . ",1
"lingkungan sepi , fasilitas bagus . ",1
"hotel dengan harga terjangkau , lokasi mudah ditemukan , pelayanan baik ramah , kondisi kamar baik , kualitas makanan perlu ditingkatkan lagi : ) terimakasih untuk . ",1
"enak dapat sarapan bubur ayam . walau kamar mandi sempit , tetapi cukup dan bersih . ",3
lumayan untuk budget hotel . cuma banyak nyamuk .,3
fasilitas sesuai . bersih sangat nyaman . cuma makanan sarapannya kurang enak .,3
"not bad , ruangan bersih , ac dingin , tidak ada kendala . ",1
"lokasi di gang sempit , susah dtemui . datang awal , tidak bisa early check in , harus tambah fee , harus tunggu smpk jmia . ruang tunggu pengap , bau rokok . kamar kurang bersih , banyak banyak sekali kecoak , banyak debu . langsung check out setelah lihat kamar seperti itu . ",2
bagus . pelayanannya baik .,1
bagus . tetapi terlalu terpencil . resepsionis pun tidak 24 jam .,3
"nyaman , baik , bersih , wifinya tidak sampai kamar . ",1
check in mudah . kamar bersih . hadiah kelengkapan airy komplit .,1
"pelayanan sangat ramah , tetapi kamar mandi bau sekali . ",3
harga tidak beda jauh sama hotel santika tetapi jauh bintangnya .,2
kamar nya bersih .,1
acnya lumayan dingin .,1
"tempatnya bagus , kamar mandi bersih , ada hairdryer juga recom banget deh . ",1
"ruanganya sangat bersih , rapi dan tata ruang . buat tidak mau beranjak dari kamar . amat sangat rekomended . ",1
"ac tidak dingin , sudah 3x lapor tidak ada tanggapan sama sekali , lantai keramik banyak yang rusak . ",2
semua bagus saya suka nyaman cuma kurangnya petugas kurang sigap dalam pelayanan kamar seperti pembaharuan minum dan cemilan serta peralatan mandi .,3
kurang pas kalau buat keluarga .,2
"hotelnya baik , enak cuma air panas di kamar mandinya terlalu panas . ",3
"pelayanan bagus , lokasi sangat strategis . ",1
direlokasi ke hotel lain dengan alasan error system sehingga terjadi over booking . tetapi fasilitas hotel pengganti dibawah hotel yang dibooking awalnya . semoga tidak terulang kembali .,2
bintang 3 lah iya .,3
"kamarnya wangi karbol yang sangat menyengat , saya curiga freon yang bocor . tolong diperhatikan agar tidak sampai ada yang keracunan . terimakasih # 101 . ",2
kebersihan selimut dan kamar masih perlu diperhatikan . tetapi overall not bad .,3
"tv tidak jelas gambarnya , suasana berisik di depan kamar . kamar mandi kurang bersih . ",2
menyenangkan kamar sangat bersih tetapi bentuknya tidak suka .,3
harga aman kamar nyaman pelayanan memuaskan .,1
"tempatnya bersih , rapi , cari makananya gampang , dekat asemka dan kota tua . ",1
air shower kecil .,2
pegawai kurang ramah .,2
"kondisi kamar baik hanya saja kurang bersih , terlihat debu di lantai dan furniture terutama di kotak snack , lalu semprotan toiletnya lepas . kamarnya juga bau rokok , namun setelah melapor pada housekeeping langsung disemprot , sayangnya ternyata di kamar mandi bau rokoknya tetap tidak hilang . kasurnya lumayan empuk . menu sarapan alakadarnya . ",2
"fasilitas tempat sampah masih kurang , kurang di bersihkan kamarnya setiap hari . ",2
"good , petugas ramah . ",1
pelayanan ramah tempat tidur nyaman aman dan tenang .,1
"listrik sempat mati , kasur bau . ",2
"rapi , bersih , sayang toiletnya bau . ",3
"rapi kamarnya , ada snacknya , nyaman pula . good lah mantap . ",1
"lumayan oke , ac snack tv perlengkapan mandi ada . ",1
kamar bersih petugas ramah .,1
"kacanya jangan di toilet saja di kamar tidur juga ada , ditoilet kasih sabun mandi kalau bisa he , dikamar dikasih jam dinding , acnya lama dinginnya , bantalnya ada yang biasa ada yang bau . terimakasih untuk . ",2
kamar dan fasilitas semua jelek . bahkan saat hujan atap kamar bocor . tidaknada tempat sampah . remote tv rusak .,2
"kamar dalam kondisi bersih , begitu juga dengan toilet , pelayanan room pelayanan cepat , menu breakfast enak dan variasi menu sesuai dengan rate yang ditawarkan . ",1
lumayan lah . tetapi kamar agak sempit . tempat bersih . pelayanan ramah .,3
resepsionisnya kurang ramah . airnya kurang deras . kamarnya agak pengab . kurang sirkulasi . semoga lebih di tingkatkan kedepannya .,2
nyaman dan dekat kuliner khas bogor bandung .,1
sangat nyaman dengan harga segitu . sangat recomended .,1
"tempat nyaman , bersih , recomended . ",1
"toilet bocor , sehingga ubin basah kmanakmana . ",2
sempit dan tidak lengkap . handuk saja tidak ada .,3
airy kelas hotel . murah dan nyaman .,1
